zipcode,relative_income,relative_income_dispersion,income_category,inequality_category
81625,49319.0,29011.575241616923,Upper Medium Income,Moderate Inequality
81630,3849.5,3302.914334341719,Lower Medium Income,Low Inequality
81632,142727.5,245187.1553044735,High Income,High Inequality
81635,29721.5,11668.713532347943,Upper Medium Income,Moderate Inequality
81637,47727.66666666666,28077.715310663487,Upper Medium Income,Moderate Inequality
81639,14250.5,8396.149659218801,Upper Medium Income,Moderate Inequality
81640,747.1666666666666,1138.5935915271375,Lower Medium Income,Low Inequality
81641,18669.0,10195.237731411662,Upper Medium Income,Moderate Inequality
81647,41441.333333333336,24564.35677697804,Upper Medium Income,Moderate Inequality
81648,10685.5,7378.932571856176,Upper Medium Income,Moderate Inequality
81650,61352.5,24600.096095340767,Upper Medium Income,Moderate Inequality
81652,30481.5,16330.730047980096,Upper Medium Income,Moderate Inequality
81654,21927.666666666668,38501.75064418067,Upper Medium Income,Moderate Inequality
81657,119555.0,233699.1160205789,Upper Medium Income,High Inequality
82001,173665.5,72314.78001003667,High Income,High Inequality
82007,80823.16666666667,32866.460061385784,Upper Medium Income,Moderate Inequality
82009,283836.1666666667,244893.2683986366,Very High Income,High Inequality
82050,1512.5,1528.510484098817,Lower Medium Income,Low Inequality
82053,7676.666666666667,4322.757206536896,Lower Medium Income,Low Inequality
82054,5829.166666666667,8085.899910749988,Lower Medium Income,Moderate Inequality
82059,1820.5,2878.0630118188865,Lower Medium Income,Low Inequality
82070,93614.0,48693.42121888746,Upper Medium Income,High Inequality
82072,65716.33333333333,31471.08030345744,Upper Medium Income,Moderate Inequality
82082,8322.0,4715.60214606788,Lower Medium Income,Low Inequality
82083,1367.0,1485.8645967920495,Lower Medium Income,Low Inequality
82190,3002.0,2793.1292845122657,Lower Medium Income,Low Inequality
82201,33717.5,18852.33800619965,Upper Medium Income,Moderate Inequality
82210,1835.0,1876.6124799755544,Lower Medium Income,Low Inequality
82212,2275.1666666666665,2629.574217752119,Lower Medium Income,Low Inequality
82213,3146.5,3836.5300858979326,Lower Medium Income,Low Inequality
82214,5847.0,5062.402275599994,Lower Medium Income,Low Inequality
82221,3475.0,5507.691058873946,Lower Medium Income,Low Inequality
82223,4616.833333333333,4774.22485505937,Lower Medium Income,Low Inequality
82225,8529.666666666666,3529.0488048009006,Lower Medium Income,Low Inequality
82240,40414.66666666666,17226.100251266005,Upper Medium Income,Moderate Inequality
82244,1915.0,2339.2520172055,Lower Medium Income,Low Inequality
82301,43074.833333333336,28584.19669969171,Upper Medium Income,Moderate Inequality
82321,3469.6666666666665,3081.1759227065672,Lower Medium Income,Low Inequality
82325,4841.333333333333,5082.640481744373,Lower Medium Income,Low Inequality
82327,2462.833333333333,1728.1885796019676,Lower Medium Income,Low Inequality
82329,950.6666666666666,938.2792050699336,Lower Medium Income,Low Inequality
82331,18801.83333333333,14255.665195516716,Upper Medium Income,Moderate Inequality
82334,2205.0,2781.57566857348,Lower Medium Income,Low Inequality
82401,33631.166666666664,14443.272792780266,Upper Medium Income,Moderate Inequality
82410,6863.333333333333,5493.311375360645,Lower Medium Income,Low Inequality
82411,2585.833333333333,1914.3286464624268,Lower Medium Income,Low Inequality
82414,157020.5,179206.05828459037,High Income,High Inequality
82421,1904.1666666666667,1592.0644982746985,Lower Medium Income,Low Inequality
82426,10849.5,5178.5988355925,Upper Medium Income,Low Inequality
82431,15486.333333333334,6439.760730544782,Upper Medium Income,Low Inequality
82432,841.5,1130.9499988947346,Lower Medium Income,Low Inequality
82433,3874.5,4342.549608237078,Lower Medium Income,Low Inequality
82435,60551.333333333336,29498.102390944856,Upper Medium Income,Moderate Inequality
82441,1943.8333333333333,2892.349385303696,Lower Medium Income,Low Inequality
82442,4795.0,6310.344998492555,Lower Medium Income,Low Inequality
82443,19640.666666666668,8862.104753762882,Upper Medium Income,Moderate Inequality
82501,74807.33333333333,31346.80908588092,Upper Medium Income,Moderate Inequality
82510,738.6666666666666,907.989353828924,Lower Medium Income,Low Inequality
82513,16353.5,16541.727548838422,Upper Medium Income,Moderate Inequality
82514,7226.0,4808.782507038554,Lower Medium Income,Low Inequality
82516,1973.6666666666667,1474.7148424921563,Lower Medium Income,Low Inequality
82520,68842.66666666667,42143.02765424746,Upper Medium Income,High Inequality
82523,3538.5,3366.0324864742465,Lower Medium Income,Low Inequality
82601,139942.66666666666,77717.0270755815,High Income,High Inequality
82604,143618.66666666666,83529.29303344227,High Income,High Inequality
82609,137531.0,122777.24501388684,Upper Medium Income,High Inequality
82633,81218.16666666667,81128.37753934604,Upper Medium Income,High Inequality
82636,24494.0,12042.260585122713,Upper Medium Income,Moderate Inequality
82637,19762.33333333333,11431.243198649336,Upper Medium Income,Moderate Inequality
82639,3205.333333333333,2987.67003979132,Lower Medium Income,Low Inequality
82643,1315.6666666666667,1488.6330194734587,Lower Medium Income,Low Inequality
82649,4541.0,3781.784658068198,Lower Medium Income,Low Inequality
82701,26052.0,15889.161274277509,Upper Medium Income,Moderate Inequality
82710,1465.8333333333333,2158.3898087849348,Lower Medium Income,Low Inequality
82712,2049.833333333333,3049.9191737924243,Lower Medium Income,Low Inequality
82716,72894.5,34814.86057849435,Upper Medium Income,Moderate Inequality
82718,151666.83333333334,112152.59815343854,High Income,High Inequality
82720,4382.333333333333,4788.350892182681,Lower Medium Income,Low Inequality
82721,16434.166666666668,10747.504611148892,Upper Medium Income,Moderate Inequality
82723,856.8333333333334,1161.9260590358865,Lower Medium Income,Low Inequality
82727,10106.333333333334,7613.347244587408,Lower Medium Income,Moderate Inequality
82729,16492.166666666668,11385.376435000586,Upper Medium Income,Moderate Inequality
82730,7259.666666666667,8155.223741054972,Lower Medium Income,Moderate Inequality
82801,168214.0,111182.22546972155,High Income,High Inequality
82832,4863.333333333333,4155.061716348708,Lower Medium Income,Low Inequality
82834,46202.0,28167.64223714864,Upper Medium Income,Moderate Inequality
82835,1303.3333333333333,1420.758623646771,Lower Medium Income,Low Inequality
82836,9874.5,9685.38048297536,Lower Medium Income,Moderate Inequality
82839,7717.333333333333,8010.421753357727,Lower Medium Income,Moderate Inequality
82901,145753.0,103282.88497132524,High Income,High Inequality
82922,3078.5,4226.345596375195,Lower Medium Income,Low Inequality
82923,4662.5,6593.57310568405,Lower Medium Income,Low Inequality
82925,2605.1666666666665,4001.05123269706,Lower Medium Income,Low Inequality
82930,61412.0,27562.35008848121,Upper Medium Income,Moderate Inequality
82932,2987.0,3073.62567662362,Lower Medium Income,Low Inequality
82933,4607.333333333333,5981.864280194483,Lower Medium Income,Low Inequality
82935,70942.16666666667,60716.130520370505,Upper Medium Income,High Inequality
82937,16355.166666666666,16001.681179384454,Upper Medium Income,Moderate Inequality
82941,34857.0,24946.44911806087,Upper Medium Income,Moderate Inequality
82943,1022.8333333333334,1086.8686059808088,Lower Medium Income,Low Inequality
83001,371203.6666666667,769254.4587229032,Very High Income,High Inequality
83002,199417.5,355054.18668859545,High Income,High Inequality
83012,7206.333333333333,11222.192132852952,Lower Medium Income,Moderate Inequality
83014,434547.3333333333,1024278.450755978,Very High Income,High Inequality
83025,69771.0,161611.15522265164,Upper Medium Income,High Inequality
83101,16061.166666666666,14503.809450164004,Upper Medium Income,Moderate Inequality
83110,27682.33333333333,18201.765394232138,Upper Medium Income,Moderate Inequality
83111,2502.0,2816.298137626768,Lower Medium Income,Low Inequality
83112,5106.333333333333,4255.948997188132,Lower Medium Income,Low Inequality
83113,10197.666666666666,6341.546614719998,Lower Medium Income,Low Inequality
83114,3328.333333333333,3029.5928879416565,Lower Medium Income,Low Inequality
83115,3049.6666666666665,3582.18043468872,Lower Medium Income,Low Inequality
83118,7583.166666666667,5880.451051294166,Lower Medium Income,Low Inequality
83120,5531.833333333333,10201.253342931284,Lower Medium Income,Moderate Inequality
83122,1555.3333333333333,1601.5666912953286,Lower Medium Income,Low Inequality
83126,2499.0,2983.333906890075,Lower Medium Income,Low Inequality
83127,27782.666666666668,21527.997051901195,Upper Medium Income,Moderate Inequality
83128,40437.833333333336,69162.60269080877,Upper Medium Income,High Inequality
83201,158029.5,57443.94479055212,High Income,High Inequality
83202,93537.0,44626.57037236897,Upper Medium Income,High Inequality
83204,77280.66666666667,31113.597764750168,Upper Medium Income,Moderate Inequality
83210,11924.833333333334,4246.692991807468,Upper Medium Income,Low Inequality
83211,26047.83333333333,8568.04244659576,Upper Medium Income,Moderate Inequality
83213,5339.333333333333,4564.755926297338,Lower Medium Income,Low Inequality
83214,2699.6666666666665,2454.313400254064,Lower Medium Income,Low Inequality
83217,2860.6666666666665,2379.8647580622446,Lower Medium Income,Low Inequality
83221,111219.33333333331,42134.59097068188,Upper Medium Income,High Inequality
83226,9356.166666666666,2837.2408721620145,Lower Medium Income,Low Inequality
83228,2502.0,2074.2020152338105,Lower Medium Income,Low Inequality
83232,1768.0,1199.312469709208,Lower Medium Income,Low Inequality
83234,3730.8333333333335,2295.2177601845683,Lower Medium Income,Low Inequality
83236,11102.5,5922.475926502361,Upper Medium Income,Low Inequality
83237,6525.166666666667,5088.894120205948,Lower Medium Income,Low Inequality
83241,8083.166666666667,3879.460447880177,Lower Medium Income,Low Inequality
83244,1164.1666666666667,1585.3277789361628,Lower Medium Income,Low Inequality
83245,11651.833333333334,6513.875786861971,Upper Medium Income,Low Inequality
83246,4923.5,4880.934613370681,Lower Medium Income,Low Inequality
83250,7118.666666666667,6441.86024892396,Lower Medium Income,Low Inequality
83251,5731.5,6470.147687649796,Lower Medium Income,Low Inequality
83252,17827.5,8041.094944098098,Upper Medium Income,Moderate Inequality
83254,14518.166666666666,6690.391421035592,Upper Medium Income,Low Inequality
83255,4501.5,5262.493467929437,Lower Medium Income,Low Inequality
83262,6101.666666666667,2683.3625671285395,Lower Medium Income,Low Inequality
83263,41847.16666666666,17062.606593562035,Upper Medium Income,Moderate Inequality
83271,1872.1666666666667,1661.848539027148,Lower Medium Income,Low Inequality
83272,1231.8333333333333,1482.0468840987005,Lower Medium Income,Low Inequality
83274,50252.0,25355.993058841137,Upper Medium Income,Moderate Inequality
83276,20192.0,12827.545907148413,Upper Medium Income,Moderate Inequality
83278,2679.5,3767.693233266212,Lower Medium Income,Low Inequality
83286,5524.833333333333,4349.923328826229,Lower Medium Income,Low Inequality
83287,1308.0,1504.293721319078,Lower Medium Income,Low Inequality
83301,262475.3333333333,94313.12723829418,Very High Income,High Inequality
83311,3445.0,4354.321669330368,Lower Medium Income,Low Inequality
83313,22669.0,16438.96943241881,Upper Medium Income,Moderate Inequality
83314,3024.5,2129.2040531616503,Lower Medium Income,Low Inequality
83316,40604.5,13537.623347545166,Upper Medium Income,Moderate Inequality
83318,80116.16666666667,31077.170247090813,Upper Medium Income,Moderate Inequality
83320,4475.166666666667,3530.026822372128,Lower Medium Income,Low Inequality
83321,1768.3333333333333,1651.2025516776148,Lower Medium Income,Low Inequality
83323,9863.5,6120.790365630896,Lower Medium Income,Low Inequality
83324,1861.6666666666667,2009.660535181668,Lower Medium Income,Low Inequality
83325,3765.3333333333335,2586.353469011277,Lower Medium Income,Low Inequality
83327,5227.166666666667,2659.422600239884,Lower Medium Income,Low Inequality
83328,27124.166666666668,10895.856908323762,Upper Medium Income,Moderate Inequality
83330,25221.166666666668,8218.67715430328,Upper Medium Income,Moderate Inequality
83332,10840.166666666666,4469.473544688084,Upper Medium Income,Low Inequality
83333,100915.33333333331,112678.99278333414,Upper Medium Income,High Inequality
83334,8049.833333333333,6027.737168014765,Lower Medium Income,Low Inequality
83335,7463.0,2294.403103205712,Lower Medium Income,Low Inequality
83336,21443.0,6419.04506916722,Upper Medium Income,Low Inequality
83338,83262.16666666667,25793.35840418356,Upper Medium Income,Moderate Inequality
83340,203844.0,410191.20393689576,High Income,High Inequality
83341,46510.833333333336,29350.014053943258,Upper Medium Income,Moderate Inequality
83342,3595.833333333333,2389.2035004717927,Lower Medium Income,Low Inequality
83344,4834.5,4512.702372193407,Lower Medium Income,Low Inequality
83346,6701.333333333333,6002.383648740446,Lower Medium Income,Low Inequality
83347,15165.166666666666,5849.89608169809,Upper Medium Income,Low Inequality
83349,3300.1666666666665,2202.6853989316464,Lower Medium Income,Low Inequality
83350,53396.5,16659.728566216196,Upper Medium Income,Moderate Inequality
83352,11973.333333333334,8079.487846804813,Upper Medium Income,Moderate Inequality
83355,17475.5,7134.449600354606,Upper Medium Income,Moderate Inequality
83401,196330.5,83948.00920986751,High Income,High Inequality
83402,125058.66666666669,51821.04228850156,Upper Medium Income,High Inequality
83404,158478.5,124209.82230363264,High Income,High Inequality
83406,110580.66666666669,88664.12164718413,Upper Medium Income,High Inequality
83414,11503.166666666666,22003.3606834653,Upper Medium Income,Moderate Inequality
83420,11719.0,4114.1676193368685,Upper Medium Income,Low Inequality
83422,29183.5,19277.91618147564,Upper Medium Income,Moderate Inequality
83423,2135.0,1449.669065683613,Lower Medium Income,Low Inequality
83425,1910.6666666666667,1372.9768631213954,Lower Medium Income,Low Inequality
83427,11539.666666666666,7110.476205337211,Upper Medium Income,Moderate Inequality
83428,2331.1666666666665,2319.294497614882,Lower Medium Income,Low Inequality
83429,5896.833333333333,3243.532606074227,Lower Medium Income,Low Inequality
83431,3748.6666666666665,2888.577966174129,Lower Medium Income,Low Inequality
83434,7735.833333333333,3056.1989082300693,Lower Medium Income,Low Inequality
83435,1456.0,1383.8897354919577,Lower Medium Income,Low Inequality
83436,2062.1666666666665,1173.086427620176,Lower Medium Income,Low Inequality
83440,121229.66666666669,41748.56883135836,Upper Medium Income,High Inequality
83442,111702.66666666669,66260.13641901643,Upper Medium Income,High Inequality
83443,6136.333333333333,2614.034404262244,Lower Medium Income,Low Inequality
83444,4433.0,2865.0843617597025,Lower Medium Income,Low Inequality
83445,25688.5,7236.288627466431,Upper Medium Income,Moderate Inequality
83448,10933.833333333334,4651.596690026627,Upper Medium Income,Low Inequality
83449,3113.6666666666665,4802.264910088434,Lower Medium Income,Low Inequality
83450,3968.3333333333335,3097.443763277497,Lower Medium Income,Low Inequality
83451,3369.333333333333,2273.237573740736,Lower Medium Income,Low Inequality
83452,9234.166666666666,4511.463727734787,Lower Medium Income,Low Inequality
83455,37070.5,27242.26592447845,Upper Medium Income,Moderate Inequality
83462,2549.5,2862.5879724473098,Lower Medium Income,Low Inequality
83464,953.1666666666666,1246.6535070606694,Lower Medium Income,Low Inequality
83466,1574.3333333333333,1675.0439596221547,Lower Medium Income,Low Inequality
83467,26797.33333333333,8763.556576337409,Upper Medium Income,Moderate Inequality
83501,176412.0,81977.21572729829,High Income,High Inequality
83522,8859.333333333334,4355.856777565886,Lower Medium Income,Low Inequality
83523,2787.833333333333,1985.5775398273088,Lower Medium Income,Low Inequality
83524,4511.166666666667,3951.53152165925,Lower Medium Income,Low Inequality
83525,1325.0,1348.9922164341797,Lower Medium Income,Low Inequality
83526,1170.5,1661.9376342089374,Lower Medium Income,Low Inequality
83530,28472.166666666668,12571.31387591077,Upper Medium Income,Moderate Inequality
83535,6206.5,3533.739025451653,Lower Medium Income,Low Inequality
83536,14456.166666666666,4499.851971639363,Upper Medium Income,Low Inequality
83537,5030.5,4054.948963920508,Lower Medium Income,Low Inequality
83539,7218.666666666667,5221.933537174393,Lower Medium Income,Low Inequality
83540,6515.5,4164.109688757009,Lower Medium Income,Low Inequality
83541,5274.0,5694.843808218097,Lower Medium Income,Low Inequality
83543,2900.1666666666665,2376.3387314662587,Lower Medium Income,Low Inequality
83544,24128.666666666668,10289.440833527671,Upper Medium Income,Moderate Inequality
83545,1973.3333333333333,1617.2278338770534,Lower Medium Income,Low Inequality
83546,1853.8333333333333,2180.51603219666,Lower Medium Income,Low Inequality
83547,773.6666666666666,1063.0290055622502,Lower Medium Income,Low Inequality
83549,3807.5,2947.199942318132,Lower Medium Income,Low Inequality
83552,3772.6666666666665,2612.299957253505,Lower Medium Income,Low Inequality
83553,3345.833333333333,2146.8290492413844,Lower Medium Income,Low Inequality
83554,3394.5,3958.1073633745714,Lower Medium Income,Low Inequality
83555,1839.5,1260.4425810008163,Lower Medium Income,Low Inequality
83604,2578.5,1868.6142191474407,Lower Medium Income,Low Inequality
83605,127189.0,48622.24976284006,Upper Medium Income,High Inequality
83607,171947.33333333334,71226.69116466571,High Income,High Inequality
83610,4213.833333333333,3513.8143614406645,Lower Medium Income,Low Inequality
83611,14047.833333333334,6914.593969761831,Upper Medium Income,Moderate Inequality
83612,8593.166666666666,3055.583834010559,Lower Medium Income,Low Inequality
83615,13431.666666666666,10273.967172746206,Upper Medium Income,Moderate Inequality
83616,463167.6666666667,715668.7580585495,Very High Income,High Inequality
83617,79327.16666666667,28490.743952495635,Upper Medium Income,Moderate Inequality
83619,48373.0,27321.13153586432,Upper Medium Income,Moderate Inequality
83622,13607.333333333334,9125.28111713095,Upper Medium Income,Moderate Inequality
83623,5817.333333333333,4895.903335102386,Lower Medium Income,Low Inequality
83624,5540.5,6081.036087707423,Lower Medium Income,Low Inequality
83626,6700.166666666667,2885.845277672846,Lower Medium Income,Low Inequality
83627,2681.833333333333,1966.0930208580328,Lower Medium Income,Low Inequality
83628,18011.0,6081.859156540868,Upper Medium Income,Low Inequality
83629,9931.833333333334,5036.098983009236,Lower Medium Income,Low Inequality
83631,5821.666666666667,2381.3387551263404,Lower Medium Income,Low Inequality
83632,1593.0,2555.4810114731827,Lower Medium Income,Low Inequality
83633,1690.8333333333333,2456.2235579577577,Lower Medium Income,Low Inequality
83634,151015.83333333334,77482.21055033643,High Income,High Inequality
83637,912.8333333333334,931.5325902332492,Lower Medium Income,Low Inequality
83638,61168.16666666666,56860.59006171732,Upper Medium Income,High Inequality
83639,14208.0,4010.1373043824815,Upper Medium Income,Low Inequality
83641,18654.33333333333,9598.019601285812,Upper Medium Income,Moderate Inequality
83642,428643.8333333333,372620.3881074768,Very High Income,High Inequality
83644,89418.5,59110.8062362543,Upper Medium Income,High Inequality
83645,3028.333333333333,3517.180556449536,Lower Medium Income,Low Inequality
83646,469735.1666666667,375827.335151352,Very High Income,High Inequality
83647,86576.16666666667,32672.13283161457,Upper Medium Income,Moderate Inequality
83648,6679.666666666667,4143.086417957833,Lower Medium Income,Low Inequality
83650,1696.3333333333333,1685.8363700747077,Lower Medium Income,Low Inequality
83651,119719.33333333331,50521.18902665164,Upper Medium Income,High Inequality
83654,9328.5,4933.945226692327,Lower Medium Income,Low Inequality
83655,21864.166666666668,8857.10206369254,Upper Medium Income,Moderate Inequality
83660,29662.0,12254.788239704512,Upper Medium Income,Moderate Inequality
83661,38325.5,12284.818415426416,Upper Medium Income,Moderate Inequality
83669,115145.16666666669,106502.11039301836,Upper Medium Income,High Inequality
83670,2587.333333333333,2877.264441560189,Lower Medium Income,Low Inequality
83672,33085.5,10610.577227465054,Upper Medium Income,Moderate Inequality
83676,23089.166666666668,9836.810324829215,Upper Medium Income,Moderate Inequality
83686,259733.8333333333,109325.95891446216,Very High Income,High Inequality
83687,177216.5,63106.57591329132,High Income,High Inequality
83702,279519.1666666667,415852.2389755364,Very High Income,High Inequality
83703,122818.16666666669,94064.29379188824,Upper Medium Income,High Inequality
83704,182210.16666666663,64373.11723512127,High Income,High Inequality
83705,137431.83333333334,48276.96372149626,Upper Medium Income,High Inequality
83706,232100.8333333333,208015.8380906768,Very High Income,High Inequality
83709,345461.5,201535.1031277181,Very High Income,High Inequality
83712,231506.16666666663,452965.1711208784,Very High Income,High Inequality
83713,165046.66666666666,90531.86427477712,High Income,High Inequality
83714,199291.66666666663,170905.34330636554,High Income,High Inequality
83716,206362.16666666663,241850.50694295985,Very High Income,High Inequality
83801,43399.66666666666,25659.4326957294,Upper Medium Income,Moderate Inequality
83803,4857.5,2392.961073649131,Lower Medium Income,Low Inequality
83804,8282.833333333334,3491.5918671383497,Lower Medium Income,Low Inequality
83805,39721.833333333336,14196.57216960019,Upper Medium Income,Moderate Inequality
83809,2063.5,1808.755013814751,Lower Medium Income,Low Inequality
83810,5799.333333333333,6146.677205341653,Lower Medium Income,Low Inequality
83811,6265.5,2819.529091887509,Lower Medium Income,Low Inequality
83813,7300.5,4215.402507471855,Lower Medium Income,Low Inequality
83814,188192.3333333333,183208.7711346448,High Income,High Inequality
83815,209001.66666666663,113838.4354840959,Very High Income,High Inequality
83821,3004.833333333333,3015.535071370696,Lower Medium Income,Low Inequality
83822,6781.333333333333,4998.756832120029,Lower Medium Income,Low Inequality
83823,7120.166666666667,6694.659286824585,Lower Medium Income,Low Inequality
83824,1047.3333333333333,1418.3090871409754,Lower Medium Income,Low Inequality
83830,2340.1666666666665,2137.2447138001457,Lower Medium Income,Low Inequality
83832,9219.833333333334,6249.465942515942,Lower Medium Income,Low Inequality
83833,11149.166666666666,10389.017228143704,Upper Medium Income,Moderate Inequality
83834,953.6666666666666,1446.669923191419,Lower Medium Income,Low Inequality
83835,182850.16666666663,158555.72706328417,High Income,High Inequality
83836,8709.333333333334,7267.004930964797,Lower Medium Income,Moderate Inequality
83837,10838.5,3749.136367218456,Upper Medium Income,Low Inequality
83839,6692.333333333333,6794.4574078190135,Lower Medium Income,Low Inequality
83843,130910.33333333331,69840.86326404239,Upper Medium Income,High Inequality
83845,7753.5,2978.255244266348,Lower Medium Income,Low Inequality
83846,2560.833333333333,1543.043151265274,Lower Medium Income,Low Inequality
83847,8488.0,3600.5011873348967,Lower Medium Income,Low Inequality
83848,1887.3333333333333,3016.363086013795,Lower Medium Income,Low Inequality
83850,9752.0,4214.344599104349,Lower Medium Income,Low Inequality
83851,6939.5,4831.6318878821885,Lower Medium Income,Low Inequality
83852,8065.333333333333,2526.72520600612,Lower Medium Income,Low Inequality
83854,251217.8333333333,111709.8902504459,Very High Income,High Inequality
83855,9844.0,4791.749367402264,Lower Medium Income,Low Inequality
83856,32866.0,14945.751168810486,Upper Medium Income,Moderate Inequality
83857,4169.5,4248.039347746205,Lower Medium Income,Low Inequality
83858,97995.0,55523.369144892495,Upper Medium Income,High Inequality
83860,45344.66666666666,32751.35889496292,Upper Medium Income,Moderate Inequality
83861,29436.666666666668,10691.471604352071,Upper Medium Income,Moderate Inequality
83864,118089.83333333331,79155.89347210141,Upper Medium Income,High Inequality
83868,2561.1666666666665,1408.5530755589818,Lower Medium Income,Low Inequality
83869,27929.83333333333,13359.076621034355,Upper Medium Income,Moderate Inequality
83870,1104.6666666666667,1066.3788570047077,Lower Medium Income,Low Inequality
83871,12572.166666666666,7496.579524467586,Upper Medium Income,Moderate Inequality
83872,5092.833333333333,3822.683686452054,Lower Medium Income,Low Inequality
83873,5325.166666666667,3973.61041958905,Lower Medium Income,Low Inequality
83876,9639.5,5621.226298593573,Lower Medium Income,Low Inequality
84001,4193.166666666667,4016.6334867232617,Lower Medium Income,Low Inequality
84003,435258.8333333333,514089.5567102746,Very High Income,High Inequality
84004,249015.16666666663,514094.9721903207,Very High Income,High Inequality
84005,201179.66666666663,140482.63819371656,High Income,High Inequality
84006,3875.0,3029.7399228316613,Lower Medium Income,Low Inequality
84007,2839.833333333333,3070.8556082412383,Lower Medium Income,Low Inequality
84010,337116.3333333333,300504.45924855536,Very High Income,High Inequality
84013,6720.833333333333,4469.766500239881,Lower Medium Income,Low Inequality
84014,112631.0,91630.7586064854,Upper Medium Income,High Inequality
84015,294064.6666666667,169818.79945243598,Very High Income,High Inequality
84017,34440.5,31239.218176836628,Upper Medium Income,Moderate Inequality
84020,593162.1666666666,907440.1912770708,Very High Income,High Inequality
84021,12969.0,5469.615489227739,Upper Medium Income,Low Inequality
84022,2077.333333333333,1716.6257211945378,Lower Medium Income,Low Inequality
84023,1468.5,2222.424869371291,Lower Medium Income,Low Inequality
84025,202447.66666666663,234688.24856960063,High Income,High Inequality
84026,4528.833333333333,2942.584538576023,Lower Medium Income,Low Inequality
84027,1635.3333333333333,1214.7516069825415,Lower Medium Income,Low Inequality
84028,5315.333333333333,3972.333403261447,Lower Medium Income,Low Inequality
84029,68755.5,51063.25501473638,Upper Medium Income,High Inequality
84032,192822.0,198864.9948211097,High Income,High Inequality
84035,3332.6666666666665,3246.045388879624,Lower Medium Income,Low Inequality
84036,92371.66666666669,126816.64841284312,Upper Medium Income,High Inequality
84037,328954.6666666667,385147.9949093162,Very High Income,High Inequality
84039,3318.5,2505.719118337089,Lower Medium Income,Low Inequality
84040,187020.0,158688.08756173225,High Income,High Inequality
84041,262250.8333333333,143654.79892076933,Very High Income,High Inequality
84042,98874.0,122544.79500819284,Upper Medium Income,High Inequality
84043,517062.6666666667,486209.7037438339,Very High Income,High Inequality
84044,111760.5,60501.54961899736,Upper Medium Income,High Inequality
84045,207939.0,177333.80245627172,Very High Income,High Inequality
84046,3027.833333333333,2788.9077013531064,Lower Medium Income,Low Inequality
84047,167691.33333333334,59126.18901862919,High Income,High Inequality
84049,69541.83333333333,94125.14278218476,Upper Medium Income,High Inequality
84050,107710.66666666669,129541.72866635164,Upper Medium Income,High Inequality
84051,1354.1666666666667,1811.7629443905369,Lower Medium Income,Low Inequality
84052,3638.8333333333335,2324.4520572957977,Lower Medium Income,Low Inequality
84053,2990.833333333333,3371.314723763812,Lower Medium Income,Low Inequality
84054,152994.0,132083.71493564223,High Income,High Inequality
84055,15615.333333333334,16568.66835526219,Upper Medium Income,Moderate Inequality
84056,10816.833333333334,6604.535847935619,Upper Medium Income,Low Inequality
84057,147204.0,48763.76567493532,High Income,High Inequality
84058,130773.0,49506.58803028138,Upper Medium Income,High Inequality
84060,296497.6666666667,633947.5813837188,Very High Income,High Inequality
84061,3499.333333333333,6114.020859194599,Lower Medium Income,Low Inequality
84062,295606.0,254173.6370318527,Very High Income,High Inequality
84063,834.5,1098.2893516737745,Lower Medium Income,Low Inequality
84065,349500.8333333333,307296.727869606,Very High Income,High Inequality
84066,49955.833333333336,22899.74635157924,Upper Medium Income,Moderate Inequality
84067,168760.33333333334,91431.14672509946,High Income,High Inequality
84069,2381.833333333333,1956.4513197794283,Lower Medium Income,Low Inequality
84070,153678.0,64696.04766289823,High Income,High Inequality
84071,10094.833333333334,8126.028855884446,Lower Medium Income,Moderate Inequality
84072,1974.3333333333333,1462.4262944390282,Lower Medium Income,Low Inequality
84074,262939.6666666667,154907.9304292284,Very High Income,High Inequality
84075,185507.16666666663,162267.50311558586,High Income,High Inequality
84076,1088.0,1291.4020288043534,Lower Medium Income,Low Inequality
84078,113912.16666666669,58370.804080179216,Upper Medium Income,High Inequality
84080,1074.6666666666667,1236.274025718678,Lower Medium Income,Low Inequality
84081,257109.8333333333,182849.52669604225,Very High Income,High Inequality
84082,5302.833333333333,3989.8471858790112,Lower Medium Income,Low Inequality
84083,3782.5,2255.8635375394497,Lower Medium Income,Low Inequality
84084,138438.83333333334,64652.5454299107,Upper Medium Income,High Inequality
84085,740.0,1046.1145252791398,Lower Medium Income,Low Inequality
84086,1419.6666666666667,1535.6365021275922,Lower Medium Income,Low Inequality
84087,91915.0,68322.7656553802,Upper Medium Income,High Inequality
84088,180260.0,92719.75011182892,High Income,High Inequality
84092,374180.5,560795.3252018958,Very High Income,High Inequality
84093,241076.16666666663,308185.1765042677,Very High Income,High Inequality
84094,154233.5,95138.31645083908,High Income,High Inequality
84095,333044.0,356866.54972860654,Very High Income,High Inequality
84096,399120.0,320066.9900692666,Very High Income,High Inequality
84097,170581.66666666666,177724.2949826125,High Income,High Inequality
84098,473115.8333333333,923046.1905816884,Very High Income,High Inequality
84101,63804.333333333336,64607.44423258567,Upper Medium Income,High Inequality
84102,94313.66666666669,49956.13792384942,Upper Medium Income,High Inequality
84103,266583.1666666667,371192.0778073889,Very High Income,High Inequality
84104,81284.83333333333,35976.65414357853,Upper Medium Income,Moderate Inequality
84105,184787.66666666663,173791.76517276836,High Income,High Inequality
84106,242836.16666666663,159498.21267138596,Very High Income,High Inequality
84107,179288.66666666666,63673.19232036876,High Income,High Inequality
